class,text
POS,أتقدم بخالص التهنئة إلى الإخوة الأقباط بمناسبة عيد الميلاد المجيد أعاده الله على مصر بالأمن والرخاء
POS,فلتقل خيرا أو لتصمت
POS,شكرا على مشاعرك الطيبة
POS,أحضر المؤتمر العام للمصريين الأحرار فخور و سعيد و شعلة الأمل
POS,هل تعرف معنى اسم الله الصمد ؟  الصمد  الذى يُقصد إليه فى قضاء الحوائج  الصمد  لا يحتاج إلى أحد و يحتاجه كلُ أحد
POS,يّاكَ نَعبُدُ وَإ يّاكَ نَستَعينُ
POS,اللهم احرسني بعينك التي لا تنام، واكْنُفْني بركنك الذي لا يُرام، لا أهْل كُ وأنت رجائي، رب  كم من نعمة أنعمت بها
POS,تحية لجميع النساء في يوم المرأة العالمي نحتفي بالمرأة كل يوم أماً وبنتاً وأختاً ورفيقة درب وحياة وصانعة أمم
POS,شكراً لك  أيتها المرأة لجعلك  العالم أكثر جمالاً و روعة لا تتخلي عن أحلامك  وحقوقك
POS,نحب اللغة العربية لأنها لغة القرآن ولأن نبيّنا عربي ولأنها لغة أهل الجنة  اليوم العالمي للغة العربية
POS,ملايين فى الشوارع قبل العاشرة صباحا مشهد لم يره بلد فى العالم كم أنت عظيم يا شعب مصر
POS,أشكركم جميعاً على وقتكم الثمين والساعة لا تكفي معكم
POS,يقول رسول الله صلى الله عليه وسلم:  يُقال لقارئ القرآن اقرأ وارتق ورتل كما كنت ترتل في الدنيا، فإن منزلتك عند آخر آية تقرؤها
POS,لمجد لله ثم لك انت ياشهيد
POS,قوة هدفها استكمال نقل السلطة للمدنيين المنتخبين وبناء دولة المواطنة والقانون المدنية ورفض ممارسات الاستبداد والمنافسة الانتخابية الجادة
POS,ربي بلغنا رمضان من غير أن نرى دمعة حبيب، ولا فراق غالي، ولا استمرار مرض لقريب، اللهم بلغنا رمضان لا فاقدين ولا مفقودين
POS,كل عام وأنتم بخير وكل منا في سلام مع نفسه ومع الغير وفي وطن يتسع للجميع مازالت قناعتي أن شباب مصر الثورة هم الحل والأمل:فكر خلاق وقيادة فتية
POS,لما تقول لأنسان بسيط كلمه حلوه تسعده
POS,كل التضامن مع ثورة شعبنا العربى فى اليمن من أجل الحرية والديمقراطية والعدالة والوحدة ثورة الشعب العربى ممتدة من المحيط إلى الخليج حتى النصر
POS,من أعظم نعم الله عليك أن يقضي حوائج الناس علي يديك فاكر آخر إنسان ساعدته؟
POS,حرية الحركة الطلابية وحقها فى العمل السياسى جزءأصيل من الحريات العامة التى ناضلنا من أجلها منذ السبعينيات الثورة تفرض لائحة طلابية ديمقراطية
POS,بحان الله وآلحمد لله ولا إله إلا الله ولآ حول ولآ قوة إلا بالله والله أكبر واستغفر الله
POS,اللهم زد أحبتي عفواً وعافية وتوفيقاًً وسداداً وصلاحاً  وأحفظهم من كل سوء
POS,وجودكم يا شباب وغيرتكم علي بلدكم علي اختلاف افكاركم يملؤني بالتفاؤل
POS,ذلكم بأنه إذا دعي الله وحده كفرتم وإن يشرك به تؤمنوا فالحكم لله العلي الكبير
POS,جالس العلماء وزاحمهم بركبتيك فإن الله يحيى القلوب بنور الحكمة كما يحيى الله الأرض الميتة بوابل من السماء
POS,أَسْتَغْف رُ اللَّهَ الَّذ ي لا إ لَه إ لا هُوَ الْحَيُّ الْقَيُّومُ وَأَتُوبُ إ لَيْه
POS,إلهي وسيدي نفسي أشكرك على أي حاجة هتعملها قبل ما تعملها لإني متأكد إنك مش هتعملي إلا كل خير
POS,رضاك يارب
POS,الشعب هو البطل الوحيد
POS,بنساعد أي حد عاوز الخير للغير خيرنا هيعرضلك كل الخير إللي ممكن تعمله و يوصلك بكل المبادرات و الجمعيات
POS,حاجات بتفرح في مصر اللمه الحلوه مع اصحابي
POS,إن ذكر الرحمن يُذهب الأحزان
POS,مبروك ومبروك - ولكل الزملاء واشكر كل من ساهم بانجاح هذا الانجاز الراقي اليوم
POS,السعاده ان يكون من نحب بخير وعافيه فنحن نشعر بهم ونهتم لامرهم حتى لو لم نراهم
POS,لا تنتصر لنفسك و لكن انتصر للحق و تعلم من الإمام الشافعى حين قال : ما ناظرت أحداً قط إلا تمنيت أن يجرى الله الحق على لسانه
POS,اللهم اغفر لأمواتنا وارحمهم وعافهم واعف عنهم واكرم نُزلهم ووسع مدخلهم واجمعنا بهم في جنانك
POS,الن عمة تحتاج للشكر،، وَالبَلاء يحتاج للصبر،، وَالذنَب يَحتاجُ للإستغفار،،  فمْن شكرَ و صَبر وَ اسْتغفَر نَال  السعادة
POS,هل تقرأ القرآن بعد رمضان؟ هل تفهم معانيه وتفكر فيها؟ هل نويت أن تختم القرآن بعد رمضان؟ هل تعرف ثواب قراءة وتدبر
POS,كل عام و أنتم بخير، تقبل الله منا و منكم صالح الأعمال
POS,اعلم أنه كلما نُزع منك في الأرض شيئا جميلاً سيخبئ لك شئ في السماء أجمل
POS,كتر خيرهم فعلا بيصلحوا غلطة مش بتاعتهم
POS,مع اشراقة كل شمس نبدأ عملنا بروح نشيطة وهمة عالية ويد واحدة ونية متجددة أحلى صباح لأجمل متطوعين فى اعظم حملة
POS,تفاؤلى بنجاح ثورتنا نابع من ايماني بأن   الله لا يضيع أجر من أحسن عملا  ولا يوجد أحسن وأعظم عملا من أن يضحي الشعب
POS,سأتجه الآن إلى الملتزم  بين الحجر الأسود و باب الكعبة  هناك يستجاب الدعاء و هناك لصق النبي جسده بالكعبة و دعا الله كثيراً سأدعو لكم كثيراً
POS,شكرًا جزيلا
POS,تدوينة هامة
POS,عيد الأم يكفيني بقاء أمي حين يغيبون و حب أمي حين يتغيرون و قلب أمي إن غابت قلوبهم وهم حاضرون
POS,ياقوة الله ياقوة الشعب
POS,هذة مصر عز و فخر لهذه الامة
POS,تنمية محور قناة السويس يعد مشروعا قوميا
POS,وصول الثوار لميدان التحرير احد اكبر علامات اسقاط الانقلاب والعلامات الكبرى والاخرى قادمة مع قادم الايام
POS,تحية لأبطال اكتوبر وللشعب الذى ساند قواته المسلحة حتى حقق ملحمة العبور العظيم ، هذا الشعب القادر على تحقيق المعجزات سوف يحقق أهداف ثورته
POS,من تكريم الله للمرأة أن خصها بالذكر في كتابه وجعلها أول من سَعى،وأول من أسلم،وأول شهيدة وكلها أولويات رفعت من قدرها و شأنها
POS,الرضا بماا كتبه الله لك يجعل لك الحياة كما تريد
POS,نحن ندفع الأمل فى عقول و قلوب المصريين
POS,صح جدا
POS,اه و النعمة
POS,كلامك جميل ورائع
POS,خير الكلام ما قل و دل
POS,تبسمك في وجه اخيك صدقه
POS,بحب الناس الرايقه الي بتضحك على طول
POS,﻿ابتسم امام كل الناس لتسرهم و تجبر خواطرهم
POS,و الله انت حبيبي
POS,صح فالابتسامه تصنع السعاده
POS,الابتسامه جميله
POS,ابتسم بنيه طيبه
POS,معك حق
POS,لطيف
POS,البسمه سر من اسرار الحياة
POS,كل سنه وانتم طيبين
POS,أجمل ابتسامه
POS,أفعال لا تضاهيها أقوال
POS,انا احب هذا الكاتب
POS,كلام طيب
POS,روعة الاشياء تبقى روائحها بقى اصحابها ام انصرفوا
POS,صدقتي رائعه و معبره الكلام
POS,الذي طبعه رائع ما يمكن ان يتغير راح يبقه رائع
POS,حب الله ورسوله وطاعتهم
POS,نعم فى البدايه كلهم اروع من الروعة
POS,الرائع سيظل رائعا حتى نهاية العمر
POS,بوركت جهودك و سلمت اناملك
POS,أحسن شيء العمل الذي يؤدي للاستمرارية
POS,كلمات حلو
POS,سلمت يمناك كلام من ذهب
POS,اروع صفحة
POS,كلام سليم
POS,كلام ما في جدل
POS,صدقت
POS,يسعد صباحك بذكر الرحمان
POS,سعادتنا تكون بحسن الاستمتاع بالأشياء التي نحصل، عليها كما تكون بحسن الاستغناء عن الأشياء التي نُحرم منها
POS,صباح الخير و الحرية و النصر
POS,املأ رئتيك بعبق السماء مع ولادة صباح جديد تهتز له الحياة و تحتفل وأيقظ عقلك بالنور  و ابعث همتك حية متوثبة ، لتطوي نهارك في فرح
POS,اسال الله في علاه ان يحفظكم بما يحفظ به عباده الصالحون
POS,جزاك الله خيرا
POS,شكرا لك
POS,من توكل على الله  يعانق قلبه النور و الصفاء
POS,افتح  قلبك للعالم
POS,صباحك جمال و روعه
POS,صباح الهمة و النشاط شيخنا الفاضل
POS,صباحك سعيد
POS,كلام حقيقي
POS,صباحكم تفائل
POS,الفرح  فرح  و سرور
POS,الله يسعدك و يبعد عنك كل شر
POS,اللهم اغفر له و وسع لك رحمتك له و اصلح له ذريته
POS,صباح مملوء بالخير لجميع المسلمين يا رب
POS,لا طبعا التقرب الى الله هو خير علاج للحالات النفسية
POS,نسمات انتعاش الفجر رحمات يظفر بها اهل النور التام الذين توسعت صدورهم بانشراح جماعة الفجر و حيوية صبح يتنفس منتشيا و مرحبا بكل مبادر للخير
POS,كلامك يشعرني بالتفاؤل  و يمدني بالقوة و الاستمرار
POS,اللهم ما اصبح بي من نعمة أو بأحد من خلقك فمنك وحدك لا شريك فلك الحمد و لك الشكر
POS,الحل الوحيد هو القرب من الله وذكره  الا بذكر الله تطمئن القلوب قال الله تعالى
POS,الحمد لله ع السلامه
POS,صباح القشطة
POS,لو أغلقت الأبواب في وجهك ، وأظلمت الدنيا، و خنقتك الدموع ، و ضاقت بك الأرض ، استحضر معنى اسم الله الفتاح القادر سبحانه قادر على فتح ما انغلق من أمرك
POS,صباح الفل
POS,صباح الاماني المحققه باذن الله
POS,يسعد اوقاتك
POS,تفائلوا بالخير تجدوه
POS,اللهم اجعلنا ممن يتمتعون بروح و ريحان
POS,اللهم إجعلنا ممن يأخذون بالأسباب
POS,اللهم اجعلنا من اللذين يصلحون فى الارض ولا يفسدون
POS,ان شاء الله هنكمل مشوار النجاح
POS,يا معين يا رب
POS,اللهم أصلح شأنى
POS,الثقة باللة ثم النفس ويارب اجعلنا من يغير الناس الي ما ترضية
POS,يارب اجعلنى من المصلحين
POS,اللهم استخدمني ولا تستبدلني
POS,انا فعلا مؤمن بالفكرة دي جدا وبحاول انفذها
POS,اللهم يا محول الاحوال حول حالى إن أحسن حال
POS,ربنا اجعلنا من الصالحين و اهدنا الي الريق المستقيم
POS,صدقت
POS,كل الاحترام
POS,اللهم استخدمنا في طاعتك
POS,صح يا اخي صدقت الله يعين الجميع
POS,احسن أظن بالله وتوكل عليه وحده
POS,يا مسهـــــــــــــــــــــل يا رب
POS,ابدأ بنفسى الأول اغيرها
POS,ان شاء الله وربنا يعيننا
POS,بتقول كلام زي الفل
POS,بجد ربنا يبارك فى كلماتك بتوصل والله
POS,الله يثبتك و ينور طريقنا
POS,ربنا يصلح حالنا
POS,يارب اجعلنى من الصالحين
POS,ما اجمل الكلام والاروع ان نطبقه
POS,وأعظمها امة سيدنا محمد
POS,انا علي ثقه اني استطيع فعل اي شئ لان أنا من صنع الله
POS,الله يقويك
POS,انا لا أحلم ان اغير العالم ولكن احلم بأن استطيع ان ارسم البسمه علي وجوه الآخرين
POS,والشكرلله والفضل لله على هذه النعمه التي انعم الله علينا بها وجعلنا من الماء كل شي حي
POS,حلوه اوى الجمله دي وربنا يارب يكرمك وكل الي بيتبرعو
POS,الماء اساس الحياه
POS,الله يعين الجميع
POS,ربنا يكرمك على سعيك وحُبك للمُساعدة
POS,اللهم اعنا على فعل الخيرات
POS,الله اكبر ولله الحمد مصر بخير فيها ناس كتير طيبين
POS,اكيد لو فى كده الدنيا
POS,الماء هى الحياة
POS,وجعلنا من الماء كل شيء حي
POS,اللهم زيد المسلمين وبارك فيهم
POS,أهلا بك في دين الحق والسلام
POS,بارك الله فيك فدعولي بزوجة صالحة
POS,اللهم القلوب الضاله
POS,الله يكتر من امثالك يارب
POS,بارك الله في دين الاسلم
POS,الله يبارك فيك لانك غيرت في صاحبتي كتير وهي من المتؤثرين فيك وهي اللي عرفتني عليك
POS,يارب يقدرنا على ادخال المياه النظيفة لكل بيت محتاجة المياه
POS,يارب اعن الفقراء واعنا ع مساعدتهم
POS,اكيد لا الله لا يحرمنا من هالنعمة العظيمة
POS,حلو صديق عمري
POS,اللهم ارزقنا العافية وشكر نعمتك
POS,اللهم لا تحرم احد من هذه النعمة
POS,سبحان الله
POS,لا ربنا يرحمنا برحمته
POS,اعمل ايه لو عاوزة اشترك مع نهر الخير
POS,اكيد لا دى نعمه ربنا يديمها علينا
POS,اهلا بيك فى دين الله ربنا يثبتك ويزيدك ايمانا انا فرحانه بيك كتير
POS,الله يبارك فيك ومرحبا يا اخي في الاسلام
POS,ربنا يبارك فيك ويبارك فى كل إللى ساعدك الحمد الله وسبحان الله
POS,ربنا يقوي ايمانك
POS,الله يهدي الجميع ويوفقك
POS,الله يهدي الجميع للاسلام
POS,بارك الله فيك يانوسة وجعلها فى ميزان حسناتك
POS,فما اجمل هذا الدين
POS,تحيه لأهل فلسطين الغاليه
POS,اللهم اهدنا صراطك المستقيم
POS,اللهم اعز المسلمين
POS,الله يثبت قلبك على ديننا الاسلام
POS,﻿بجد تحفة
POS,القدس عربية
POS,فى ناس كتير ربنا اكرمها بنعمة الاسلام ولكنها لاتدرك قيمتها
POS,ربى يزيدن ايمان وتقه يارررب
POS,اللهم ثبتنا بالقول الثابت في الحياة الدنيا وفي الاخرة
POS,الحمد الله على الاسلام  يا رب اهدي كل من احب هذا الدين وكل من تردد في دخوله وارحمنا جميعا
POS,سبحان يهدي من يشاء ﻻإله إﻻ الله محمد رسول الله
POS,يهدي الله من يشاء
POS,تبارك الرحمن اللهم زد فينا وبارك لنا يا ارحم الرحمين
POS,اللهم ثبتنا وثبته على دينك الحنيف وسنة نبيك
POS,ما اروع برنامج الطريق الى الله
POS,الحمد لله كلما ارى ناس اسلموا تعم الفرحة في قلبي
POS,احسن علاج هذا
POS,بجد بودكاست وعي دا رائع
POS,الحمد لله على الفهم
POS,الله عليك بجد ربنا يهدينا كلنا ويهدي شباب المسلمين جميعا يارب العالمين
POS,إن الدين عند الله الإسلام   هذا هو الدين الذي يجب أن يعتنقه كل إنسان علي وجه الأرض وليس العرب فقط  اللهم أهدي غير المسلمين إلي دين الإسلام
POS,ربنا يحمى الاسلام والمسلمين
POS,انت جميل جدا ربنا يثبتك واتمني ان كل المسلمين تكون اخلاقياتهم في حياتهم العاديه قدوه ودعوه لكل غير المسلمين
POS,اللهم باركي فيه واهدي كل مسلم لطريق النور
POS,اللهم وفقنا لما تحب و ترضى يا رب
POS,اسأل الله عز وجل له الثبات
POS,اللهم أحينا وأمتنا على الإسلام وعلى كلمة لا اله الا الله
POS,عجبتنى الحلقه
POS,اللهم ثبته على دين الاسلام اللهم يا مقلب القلوب ثبت قلبي على دينك
POS,﻿و الله بذل نفسي مرة و اتنين و خمسين عشان الغرام الحلال احلى لكن مين يحس و يفهم و يقدر
POS,أهلا وسهلا بك بيننا يا طارق
POS,اللهم إنى أقسمت عليك بك أن تهدى شباب المسلمين وتنور قلوبهم كما أنعمت على طارق بنعمة اﻹسلام
POS,اللهم سدد خطاه وجعل الاسلام نور لكل البشر
POS,ما سال لله الهادي الخالق
POS,الحمد لله الذي رزقني بالإسلام
POS,الله يهدي التائهين والضالين الى طريقه
POS,الله و اخترت اسم غالى على قلبى قوى ربنا يثبتك على دين الاسلام اخترت صح بجد
POS,اللهم اكثر من امثالهم
POS,الله اكبر والعزه للسلام
POS,انا معك بان دين الاسلام لكل الناس وفي كل زمان ومكان
POS,الكرامة فوق كل شيء
POS,رضيت بالله ربا وبالاسلام دينا وبمحمد صلى الله عليه وسلم نبيا ورسولا
POS,ربنا يثبته
POS,اللهم انصر الإسلام وأعز المسلمين
POS,وعجلت اليك ربي لترضي  احُبك ربي
POS,الحمد لله على نعمة الاسلام وكفى يها نعمة
POS,الله يثبته يا رب ويثبتنا احنا كمان
POS,ربنا يعيننا علي نفسنا
POS,ركز في الإجابه وقول يارب وخد قرار
POS,من ترك شيء لله عوضه الله خيرا منه
POS,اللهم لا تجعل لحب الدنيا سلطانا على قلبي بل اجعل حبك في قلبي سلطانا
POS,ان شاء الله ربنا يعينا على فعل الطاعات
POS,اللهم معنا علي طاعتك ورضاك وقوي عذامئنا
POS,اللهم انزع من قلوبنا ما لا يرضيك
POS,ربنا يقويك اتشجعي وخوذي قرار وخلي الصحبة الصلحة جنبيك
POS,يارب توب علينا وساعدنا نتوب وبصرنا بعيوبنا لان ساعات كتير بننسه
POS,لا وحده مع القران هو انيسي ام الغرام فلا احتاجه مطلقا
POS,يارب ارزق العزيمة لاتخاذ القرار ويا رب اخلفنا خيرا منه
POS,يارب اوقف جنبي وقدرني
POS,ربك دايما جنبك لو نديته هتلاقيه
POS,يارب طهر قلوبنا
POS,يا رب قدرنى
POS,ربنا يسهل
POS,ونعمه بالله
POS,يارب اعنا علي ترك المعاصي ماحيينا
POS,ونعم بالله العلي العظيم
POS,اكيد طبعا حب ربنا احسن من حب اي حد وانا فعلا عملت كدا
POS,الحب مش ذل
POS,اللهم اعصمنا م معصيتك
POS,الله على الكلام  يا رب أعينا
POS,تركنا كل شئ من اجل رضا الله اللهم ارضى عنا
POS,يارب وانت إدعيلي
POS,لأن بالفعل في شي
POS,ياااارب قربني إليك وأقترب لي أكثر
POS,روشتة علاج لأخطر الإسقام بارك الله في كاتبها
POS,يارب اهدينا للصواب
POS,اللهم اهدنا فيمن هديت وعافنا فيمن عافيت
POS,كلام رائع وفي وقته وربنا قادر علي كل شئ
POS,مفيش اجمل من ان الانسان يحافظ على كرامته
POS,لا تقنطوا من رحمه الله فهي وسعت كل شيء مهما عصينا فلنا رب كبير رحيم ورحمن
POS,قولى يارب  ثم توكلى عليه انه نعم المولى و نعم الوكيل و احتسبى عنده ما تظنين انك لا تقدرين عليه
POS,قول يا رب وخد قرار
POS,يا رب اعني ع إتخاذ القرار
POS,ستجد مساعدة الله وعونه لك عندما تكن النية صادقة
POS,احبك ربي
POS,اللهم اهدنا الى صراطتك المستقيم
POS,أكيد جزاك الله خيرا
POS,وعجلت اليك ربي لترضى
POS,احسنت كلام دقيق جد
POS,مفيش اكرم ولا ارحم من ربنا
POS,يارب تهدينا إلي الصراط المستقيم
POS,ربنا يعنا علي كل شيء
POS,يااااارب إغفر لي ذنبي وأرزقني حبك  هو ربنا ممكن يكره حد لو فضل يكرر ذنبه بعد الإستغفار
POS,اللهم إني اعوذ بك من الذنوب التي تزيل نعمتك وتحول عافيتك وتحبس رزقك وتعجل بغضبك
POS,يارب كون معايا  وإنو من ترك شيئآ لله عوضه الله خيرآ منها في الدنيا قبل الآخره جربو وهتشوفوا بعينكم إللي حيحصل
POS,اجمل حاجه في الحياه كلها اننا نرضي ربنا وبس مش كتير والله علي ربنا بالعكس ده ولا حاجه في نعمته علينا كفايه اننا مسلمين بس الحمد لله
POS,جزاك الله خيرا يا أستاذ مصطفى على ماتبثه في انفسنا ربنا يكثر من أمثالك
POS,اللهم تب علينا انك التواب الرحيم
POS,يا رب قويني علي نفسي
POS,الله ع الكلام الجميل
POS,وعلي الله قصد السبيل
POS,ربنا يقدرنى ويعفو عنى
POS,اللهم أرزقنا فعل الخيرات وترك المنكرات
POS,اللهم قوِّي إيماننا لنكون أصحاب عزيمة و قرار
POS,يارب اهدنا وقوى عزيمتا الى ما تحب وترضى
POS,يارب اعني على هذا القرار
POS,يا رب ما لنا سواك
POS,فعلا والله هو القرار والثبات عليه
POS,يارب يقوينا جميعا على طاعته وحسن عبادته
POS,الله المستعان
POS,اعنا يا ربنا
POS,يارب أنت المستعان فأعنا واهدنا يارب الكون أجمع استجب
POS,اللهم اهدنا لكل عمل يقربنا اللى حبك
POS,﻿كلام جميل الكرامة أفضل و ابقى للإنسان
POS,ربك دايما جنبك لو ناديتوا ها تلاقه
POS,والله الواحد بيدعي كثيرا ان ربنا يجعلنا في طريق مستقيم
POS,يا مقلب القلوب والابصار ثبت قلبى على دينك
POS+A5531,انت جيت في وقتك والله
POS,جميله اوى اوى اوى يارب الكل يحس معنى الكلام ده
POS,إنه دين يسر وليس بدين عسر
POS,النية دايما بتكون موجودة وربنا المعين
POS,ربنا يكتر من امثالك يا مصطفى
POS,سأترك حبك ليس كرها فيك ولكن لكثرة الشركاء فية
POS,ارجوك يا استاذنا الفاضل ادعيلي بالنجاح في مسابقة الماجستير العام القادم والشفاء بارك الله فيك
POS,﻿اي و الله صحيح أهم شي الانسان كرامته
POS,من ترك شيئا لله عوضه الله نورا وايمانا في قلبه
POS,ربنا يصلح حالنا جميعا
POS,من ترك شيئا لله عوضه الله خيرا منه
POS,ﺻﻠـﻲ ﻋﻠﺸـﺎﻥ ﻏﻴﺮﻙ ﻧﻔﺴـﻪ ﻳﻘـﻮﻡ ﻣﻦ ﻗﺒﺮﻩ ﻳﺼﻠـﻲ
POS,يارب كرهنى وابعدنى فيما يغضبك
POS,اللهم أبعد عنى شهوات الدنيا وقربنى منك وأغفر لى ولكل المومنين
POS,ربنا لتزغ قلوبنا بعد إذ هديتنا
POS,المهم الدعاء في السجود حتى تغسل عينيك الدموع
POS,اللهم انى استغفرك واتوب اليك
POS,﻿عين العقل و ربي
POS,يا رب تقوينا على طاعتك
POS,ادعي الله ان يقوني علي طاعته
POS,يا ارحم الراحمين يا الله
POS,لا يغير الله ما بقوم حتى يغيروا ما بانفسهم
POS,اللهم أعنا على تقواك
POS,يارب ثبتنا بعد اخذ القرار لان هو ده الاهم و الاصعب
POS,حقيقى لازم نجمد قلبنا عن اى حاجة غلط
POS,وانا من الناس اللي فعلا محتاجين يحاسبوا نفسهم ويصلحو من نفسهم لاننا عارفين انه لا ملجأ لنا الا لله
POS,انا اخدت قرار وبعدت عن معصيه لله وقدرت وربي وفقني
POS,اللهم أعنا على ذكرك وشكرك وحسن عباتك
POS,يارب ساعدني وقويني وساعدني أخد حبيبي
POS,اللهم قونا على نفوسنا الضعيفة
POS,والله هذا الى حصل معانا ومع ناس كثيرة بدل حب الحرام بحب الحلال يبدل الله كيانك
POS,يارب عوضنا خير مما أخذ منا
POS,من يتوكل على الله فهو حسبه
POS,صحيح كل هالشغلة بس قرار وبظن كلنا قادرين نآخدة اذا استعنا وتوكلنا ع الله
POS,يارب قويني
POS,أنا فعلا قررت وأخدت القرار ده وحاسة براحة وسعادة كبيرة أوي بقربي من ربنا بجد الحمد لله
POS,﻿كلام سليم الف بالميه و الله
POS,يا الله كلامك بلسم
POS,يارب احمينا من شرور انفسنا وسىئات اعمالنا
POS,نعم  فالنجعل حب الله هو الغايه وربنايسامح كل تائب
POS,استعينوا بالله يا مسلمين
POS,الله أكرم ألآكرمين اللهم أعنا على أنفسنا واللهم أرضى عنك يارب العالمين
POS,اللهم امليء قلبي بحبك
POS,انا فعلا عملت كده والحمدلله بقيت احسن من غير الحجات الي ربنا خدها مني الحمدلله
POS,صلآة آلفجر
POS,يارب أخرجنا من ذل المعصيه إلي عز الطاعه
POS,سلمت امري ل ربي عالمين رغم البعد احس ان ربنا رح يكتب ويجمعنا ويكون نصيبي
POS,مافى أجمل من قوله يارب ومن يتجه الى الله عز وجل لن يتركه الله ابدا
POS,كل شئ في حب الله تهون وحب ربنا أقوى بكتير من أى حاجه
POS,اللهم اعنا ع ترك كل ما لا ترضي
POS,ربنا يتوب علينا من المعاصى
POS,كلام جى فى وقته
POS,﻿صح لسانك
POS,اللهم اعنى على ترك المعاصى حبا فى نور وجهك
POS,اللهم اكفني بحلالك عن حرامك واغنني بفضلك عمن سواك يا رب
POS,قول يارب ادعي كتير انك تكره هذه المعصيه وربنا كريم
POS,قول يا الله ده عنك مش بعيد متشلش هم ولا تشعر بضيق اقول يالله اهديني ياقلبي عشان اتوب امحي الذنوب واهديلي الطريق
POS,متخافش يا مؤمن قول يارب وحب ربك دة هو اللى خلق النعمة اللى انت متعلق بيها يعنى هو اعظم من النعمة دى وانت عارف كدة
POS,يا رب خد بيا ايدينا يااجبرنا ياجبار السموات والارض
POS,امين يا رب انت شاب زي الفل ما شاء الله عليك
POS,اللهم إني اسألك صبراً
POS,اللهم إن كان لي عوض على صبري
POS,فإجعل اللهم عوضي فيه
POS,اللهم أملأ قلبي بحبك وحب نبيك وحب كل عمل يقربني إلي حبك
POS,اللهم إني أستغفرك من كل الذنوب والمعاصي وأتوب إليك
POS,كرامتي افضل من سعادتي
POS,تركنا الحرام من اجل ربنا حبيبنا ووالله سيعوضنا خيرا
POS,اترك ما تهوى لاجل من تخشى
POS,اللهم لم شمل جميع المسلمين
POS,خلق الايثار
POS,عم الرجال
POS,برك الله فيك وجعلاهاء في مزان حسناتيك
POS,اللهم انر قلوب المسلمين و ايقظهم من غفلتهم
POS,ضع امنياتكم في سجده انساها وتاكد ان الله لن ينساها ابدا
POS,والنعم والاخلاق والنعم والصداقه والنعم ف الاخوه
POS,روعه
POS,اللهم رزقنا مكارم الاخلاق
POS,نعم الصديق الوفى
POS,هذا هو الدين
POS,ايه الاحساس الراقى ده
POS,انتا عظيم يا راجل
POS,حياك الله
POS,اللهم ارزقنا ان نكون مثلهم
POS,ياسلام حلوشديد
POS,دي اخلاق السلف الصالح
POS,ما اجمل الاخاء
POS,صح الصح كمان
POS,الحمد لله على نعمة الإسلام
POS,هادي الاخوة الصادقة
POS,قول يارب وخذ قرار
POS,اللهم اكفني بحلالك عن حرامك واغنني بفضلك عمن سواك
POS,معلومه ممتازه
POS,اللهم اسعد كل انسان
POS,الصحابه
POS,الصحابي
POS,الأنبياء
POS,يا عطاء  يا منان يا اكرم الاكرمين
POS,لا تنساني من دعائك الصالح شيخنا
POS,ما خاب من دعا إلى الله
POS,اللهم اصلح لنا حالنا
POS,دربي زدني ثقتا بك فانه لايخيب من وثق بك
POS,وفقكم الله
POS,صدقت والله انت تريد وانا اريد والله يفعل ما يريد
POS,حماك الله من النكد
POS,حفظ الله ابناء وبنات الأمة جميع
POS,من كانت له عزيمة لن ييأس ، ومن ابتغى الأجر من الله ثابر، حياكم الله اخي مؤمن
POS,لا تحزن ان الله معك
POS,لا تحزن الدنيا ما فيها اشي تحزن عليه
POS,لا تحزن على دنا فانية بل احزن على آخرة باقية
POS,اعملوا لآخرتكم
POS,امين
POS,امتنا ما في زيها
POS,شبابنا زي الوردة بس بدهم حدا يدعمهم
POS,الله اكبر ما احلاكم وما اشجعكم
POS,بالتوفيق ان شاء الله  مستبشرين خير بالمشروع بتاعكم ان شاء الله
POS,يا هيك الشباب يا بلاش
POS,الله حيهم هالشباب انتوا القدوة
POS,والله رفعتوا راسنا يا شباب الله يقويكم
POS,الحمد لله الذي نصرنا نصرا مؤزرا
POS,ايوه هيك بدنا ياكم يا شباب مش بس لعب وتسلاية
POS,شبابنا فيهم الخير بس بدهم حدا يرشدهم
POS,الله اكبر ولله الحمد
POS,ونعم بالله عز وجل
POS,تسلم انت و افكارك
POS,تحفة
POS,﻿يجب دائما أن نعتني بالورود لكي تكبر
POS,رائعين يا مصريين
POS,ربنا يحميك
POS,يُسعدنِي وُجودُكمْ بِالصَفْحَة
POS,شَارِكُونآ الخَيرْ
POS,جميل جدا
POS,﻿عندك حق أنت أمل جميل و مشرق
POS,﻿يا رب يتقبل منا و الله العقل مو فاضي و القلب مكسور
POS,مطلوب نصيحه منك لكي نستحضر الخشوع
POS,استاذ عمرو يا ريت شوية تركيز على اخوتنا في بورما انهم يتعرضوا لحرب اباده حقيقيه
POS,﻿يا رب بلغنا رمضان و أنت راضي عنا
POS,الخشوع أمر مهم جــدا في الصلاة
POS,﻿ان شاء الله يتقبل الله صلاتنا و يزيد في صلاتنا الخشوع
POS,﻿جزاك الله كل خير دكتور عمرو و ربنا يتقبل منا و منكم سائر الاعمال
POS,﻿كل شخص فينا بيتمنى الخشوع في صلاته يا رب يتقبل صلاتنا و صيامنا
POS,نسأل الله العفو و العافية
POS,فعلا الله يبعدنا عن الكذب
POS,﻿اللهم ثبتنا على قيام الليل في رمضان
